HolderAddress,Balance,PendingBalanceUpdate,,"{""address"":[",,0,,
0x0736d38661e980097f22a5a547406e2e39782255,0.405148947,No,"0xdf162666d390c48f36b924381464e073a2eb64af,","0xdf162666d390c48f36b924381464e073a2eb64af,",0xdf162666d390c48f36b924381464e073a2eb64af,8.57143E-05,,
0xac210bafdb8a49e702850c01a547a6a48acccaf0,0.405625315,No,"0x7e424f5cb8ea11dc3c6603fc3a42b0d88fea740b,","0x7e424f5cb8ea11dc3c6603fc3a42b0d88fea740b,",0x7e424f5cb8ea11dc3c6603fc3a42b0d88fea740b,0.116742857,,
0x6e2f6df02686bf8b544356038f2645c6ca38c2a4,0.406058563,No,"0x176a0d7b905ef90625dac8fae7dd67181de4bda5,","0x176a0d7b905ef90625dac8fae7dd67181de4bda5,",0x176a0d7b905ef90625dac8fae7dd67181de4bda5,0,,
0xba746c6b726f2a3872878d52e3043579a1cbe9a7,0.40620827,No,"0x643f4c62a319a83fd08755d0263cdf67f1c4cc0e,","0x643f4c62a319a83fd08755d0263cdf67f1c4cc0e,",0x643f4c62a319a83fd08755d0263cdf67f1c4cc0e,5.876428355,,
0xc2ee89ab58aa54be2f2f239430bf09e88078259d,0.406651871,No,"0xc97eef36f34606186869763e4b90114832afb0bf,","0xc97eef36f34606186869763e4b90114832afb0bf,",0xc97eef36f34606186869763e4b90114832afb0bf,0,,
0x99ab1674d40e0726f7a6a665c3e02d15f257e022,0.406835189,No,"0x1ff4edd25b51a267d74ae386d99799a18cbddfa5,","0x1ff4edd25b51a267d74ae386d99799a18cbddfa5,",0x1ff4edd25b51a267d74ae386d99799a18cbddfa5,0,,
0x0665ab0593f857dad36ffad9942ef70a08225deb,0.406866096,No,"0xbd09660376d262d73a40a85ba99286ced2708b20,","0xbd09660376d262d73a40a85ba99286ced2708b20,",0xbd09660376d262d73a40a85ba99286ced2708b20,0,,
0x1647d09bb4b94a5f9e1eb07cc3c8a8f8d530bec3,0.40688799,No,"0x6b4006cbed33870c1f28c7627ec9bb39f04bd0f4,","0x6b4006cbed33870c1f28c7627ec9bb39f04bd0f4,",0x6b4006cbed33870c1f28c7627ec9bb39f04bd0f4,25.18637856,,
0x8630e7d19f2c4553a4a861a7a88d5b94e8e4fa16,0.407739202,No,"0x2ae0b7e97fdc0a75b9fd796b428fd702a345300d,","0x2ae0b7e97fdc0a75b9fd796b428fd702a345300d,",0x2ae0b7e97fdc0a75b9fd796b428fd702a345300d,0,,
0x4c8e11fd5a1346a32ba8c8e9e60969a15d90ee02,0.407856583,No,"0x2f9cd135eb3677eb7c0a0a0ff539510e3521d8cb,","0x2f9cd135eb3677eb7c0a0a0ff539510e3521d8cb,",0x2f9cd135eb3677eb7c0a0a0ff539510e3521d8cb,10.7317575,,
0xe25369c7fb5e22c9d9d7beaa68adf4b33002b3d5,0.408095473,No,"0xc40cef31b6e0bd4a435647f1b83e8fdfc6d35d39,","0xc40cef31b6e0bd4a435647f1b83e8fdfc6d35d39,",0xc40cef31b6e0bd4a435647f1b83e8fdfc6d35d39,0,,
0x5a7a0fdb4d2a32a06ecbf5fff3c6100905c7a57b,0.408195025,No,"0x20b857c70b72ac28dbcfdb8fde94fd8e66b6e075,","0x20b857c70b72ac28dbcfdb8fde94fd8e66b6e075,",0x20b857c70b72ac28dbcfdb8fde94fd8e66b6e075,0,,
0x0022339d1e1a546fcd4da2c8369c3bee59495d4a,0.409340636,No,"0x678a05ed47c3ea65f21e948bef38bc4a5246aa76,","0x678a05ed47c3ea65f21e948bef38bc4a5246aa76,",0x678a05ed47c3ea65f21e948bef38bc4a5246aa76,5.71429E-05,,
0x2e714f9095900271cfab560b539e13fe35205a3a,0.409868825,No,"0x549c73785e5786d9e45d0beb14f8fb7b2b875a4e,","0x549c73785e5786d9e45d0beb14f8fb7b2b875a4e,",0x549c73785e5786d9e45d0beb14f8fb7b2b875a4e,0,,
0x2966c2b26e74f85c079a5735a877ed77b5fa9aa8,0.410055136,No,"0x378f64d80e36604a8c0bb90a423bee3db72bf02b,","0x378f64d80e36604a8c0bb90a423bee3db72bf02b,",0x378f64d80e36604a8c0bb90a423bee3db72bf02b,0,,
0xcc751b68ad0d7fdc26190b6571734981a602b813,0.410159636,No,"0xf26a11f64d6509dc7d7cefdcc171679641f81dcf,","0xf26a11f64d6509dc7d7cefdcc171679641f81dcf,",0xf26a11f64d6509dc7d7cefdcc171679641f81dcf,0.180669666,,
0x8b3ddca315e817325e07ea7d00b21435cd5d84c6,0.410285714,No,"0x277d4945eefa816232960db1b0decb6e2081b55c,","0x277d4945eefa816232960db1b0decb6e2081b55c,",0x277d4945eefa816232960db1b0decb6e2081b55c,0,,
0x75488559a1314e6b5f2000ae5581ba050e595e61,0.410290205,No,"0x75aa976cabab6cbb1e4d20af0d9018a837c23da0,","0x75aa976cabab6cbb1e4d20af0d9018a837c23da0,",0x75aa976cabab6cbb1e4d20af0d9018a837c23da0,0.286194286,,
0xe899c71407d8248c48c88396dc78a1023872f405,0.410597137,No,"0x806e5dcf3a07fc02a2d452b7744227802b00bb17,","0x806e5dcf3a07fc02a2d452b7744227802b00bb17,",0x806e5dcf3a07fc02a2d452b7744227802b00bb17,5.899042857,,
0x744eab0fa3ada8b2311d5373b9f9565f3ad48b7b,0.410890929,No,"0xaaf5c3760f4a77bdf23974f98d69f9ccfd778aea,","0xaaf5c3760f4a77bdf23974f98d69f9ccfd778aea,",0xaaf5c3760f4a77bdf23974f98d69f9ccfd778aea,0,,
0xd70ac7ffcb8371f1a79839209409505b6acdb248,0.411055244,No,"0x4cf5e6de7dbc33c08ac4404fa34bd6d8dac58c82,","0x4cf5e6de7dbc33c08ac4404fa34bd6d8dac58c82,",0x4cf5e6de7dbc33c08ac4404fa34bd6d8dac58c82,0,,
0x358fd7fddd20ee82213090325525613b1451b247,0.411270848,No,"0x929a5c5f8098cd08a1de6dd6c93de61269f3d684,","0x929a5c5f8098cd08a1de6dd6c93de61269f3d684,",0x929a5c5f8098cd08a1de6dd6c93de61269f3d684,28.84631429,,
0x26c010801cf9a85308d2c7efa8952f7f62dc7751,0.41209107,No,"0xbf4c73f321fb81816eeaade11238b9ba480356f3,","0xbf4c73f321fb81816eeaade11238b9ba480356f3,",0xbf4c73f321fb81816eeaade11238b9ba480356f3,0,,
0xc923dac128960f4ac2a54fe4876739a7e365c210,0.412692035,No,"0xcce15573c937b3a4849cc9443fee03d3e694b80b,","0xcce15573c937b3a4849cc9443fee03d3e694b80b,",0xcce15573c937b3a4849cc9443fee03d3e694b80b,0,,
0x8015a0886947944a27afc83e536d233ebc6e5758,0.412871217,No,"0xa85d80313e7ede7e6d970d41cc1dac9a8766f0d8,","0xa85d80313e7ede7e6d970d41cc1dac9a8766f0d8,",0xa85d80313e7ede7e6d970d41cc1dac9a8766f0d8,0,,
0xde310586b7bd317a652bae48f5fe5619bd85e81a,0.413,No,"0x55c1967f03ecce689bd8ca297e7f481e9f8b1cd9,","0x55c1967f03ecce689bd8ca297e7f481e9f8b1cd9,",0x55c1967f03ecce689bd8ca297e7f481e9f8b1cd9,0,,
0xe33e77891f7305a0f3fb41c7e2c8153c80e11a21,0.413,No,"0x8a7bebdcd4cf805b8bca32f110a38e0d647cc028,","0x8a7bebdcd4cf805b8bca32f110a38e0d647cc028,",0x8a7bebdcd4cf805b8bca32f110a38e0d647cc028,0.0103,,
0x09fb8550c30a2e263a788dabdd5dbf9e471f0ddb,0.413,No,"0xb1819c9a6b2dbb603cbcb103725273d766893405,","0xb1819c9a6b2dbb603cbcb103725273d766893405,",0xb1819c9a6b2dbb603cbcb103725273d766893405,0,,
0x016b3d15a9bee2e66ee73e861339c65cb80d4ac7,0.413,No,"0x3ef4c11ee188f4503f626e6a685cfacfb547ec23,","0x3ef4c11ee188f4503f626e6a685cfacfb547ec23,",0x3ef4c11ee188f4503f626e6a685cfacfb547ec23,0,,
0x837cdaf1e5bf3006807aef871d39bb4658bfafac,0.413,No,"0x77c513cdc8cc37de3aa0b6ef6b0253c072592150,","0x77c513cdc8cc37de3aa0b6ef6b0253c072592150,",0x77c513cdc8cc37de3aa0b6ef6b0253c072592150,0,,
0xdb0e4c7bc50e7c74e6969bba2c27decbf4d3875d,0.413801429,No,"0x4bc3ecd85d8f8f8753b10108a443d21d719bafca,","0x4bc3ecd85d8f8f8753b10108a443d21d719bafca,",0x4bc3ecd85d8f8f8753b10108a443d21d719bafca,0,,
0x43e41d63831611546272c83fff3600af9211349d,0.413805006,No,"0xed9b879cadc34a046ff8547c60ec16fcbefb8dce,","0xed9b879cadc34a046ff8547c60ec16fcbefb8dce,",0xed9b879cadc34a046ff8547c60ec16fcbefb8dce,0.0019875,,
0x070263995d99d9487535d1e739e2228584bcc2bf,0.4145,No,"0x657947fcd6b16bb344c66e083e1b0bc38322946d,","0x657947fcd6b16bb344c66e083e1b0bc38322946d,",0x657947fcd6b16bb344c66e083e1b0bc38322946d,0,,
0x62ef703197ccb375f0611ab6c63fd384e76a09ee,0.41464006,No,"0x01a74211c74ed71fcde70cb63dbfaedc84af3c2c,","0x01a74211c74ed71fcde70cb63dbfaedc84af3c2c,",0x01a74211c74ed71fcde70cb63dbfaedc84af3c2c,0.038778446,,
0x82a4795e8fea7a55b841f4c2f8231d0b512ff5b8,0.414791822,No,"0x5e0da1db58c7e76a3a33d59405e1118b4bb46d62,","0x5e0da1db58c7e76a3a33d59405e1118b4bb46d62,",0x5e0da1db58c7e76a3a33d59405e1118b4bb46d62,0,,
0x05032056e77ece6d53c881d0c80a1c740d5ff0c4,0.415006134,No,"0x79aa0c8ee09c948e8da54ba1faa59dd62123e1da,","0x79aa0c8ee09c948e8da54ba1faa59dd62123e1da,",0x79aa0c8ee09c948e8da54ba1faa59dd62123e1da,0.182584932,,
0x8e12e4f7fc3e877d1a76ef02a7e9de257e3157f9,0.415155349,No,"0xb27f8ce5bcbe974e3e7fc982292f1bb1ee980dc2,","0xb27f8ce5bcbe974e3e7fc982292f1bb1ee980dc2,",0xb27f8ce5bcbe974e3e7fc982292f1bb1ee980dc2,0.025052457,,
0x3c17773d224fc11c933a3b5222611cf062564a46,0.41542859,No,"0x56f52c1aea103eca405cf4668fb32be8c82b5409,","0x56f52c1aea103eca405cf4668fb32be8c82b5409,",0x56f52c1aea103eca405cf4668fb32be8c82b5409,0,,
0x3462928c6adf687ee7d9fd05e37716cd14919775,0.415928717,No,"0x1a3d5a7e350a3deff25da1ef2008f655a824e2c8,","0x1a3d5a7e350a3deff25da1ef2008f655a824e2c8,",0x1a3d5a7e350a3deff25da1ef2008f655a824e2c8,0,,
0xce6a52ee9f9b6eda89baded55e1d47895eea7649,0.416037439,No,"0x40222d00ddb64e5875471f2a0a577e95b2f423ee,","0x40222d00ddb64e5875471f2a0a577e95b2f423ee,",0x40222d00ddb64e5875471f2a0a577e95b2f423ee,0,,
0x9d7f710ef4dd91b0e9b7956ea1e5ed2d7d359d87,0.41657062,No,"0x902320983ff102a8f75a9fba2ea78ac297e1ad1c,","0x902320983ff102a8f75a9fba2ea78ac297e1ad1c,",0x902320983ff102a8f75a9fba2ea78ac297e1ad1c,0,,
0x2d8afbbb167f7213e9dd235ddb82e05c7c0b7e51,0.41669748,No,"0xf19661d71e45b59ea11d5d344a29ee10e3fac60f,","0xf19661d71e45b59ea11d5d344a29ee10e3fac60f,",0xf19661d71e45b59ea11d5d344a29ee10e3fac60f,0,,
0xdd267368715d27d7ae9f78c247e379d78c678ff4,0.4169,No,"0x373f7226e1da0ea3e9ec9acbb4bb879ef687dda9,","0x373f7226e1da0ea3e9ec9acbb4bb879ef687dda9,",0x373f7226e1da0ea3e9ec9acbb4bb879ef687dda9,0,,
0xdc1154066585f6afddb7c6d7139fa61f1eef261e,0.417548411,No,"0xdc0566060f91baef50096e9fa8fb62c374b992d9,","0xdc0566060f91baef50096e9fa8fb62c374b992d9,",0xdc0566060f91baef50096e9fa8fb62c374b992d9,9.008614286,,
0xbe8e20185c76868760b48d1a435b3f0643593bf7,0.417647368,No,"0xafab1adfb25e919d9f6ee7196f1ad0ffa93cad12,","0xafab1adfb25e919d9f6ee7196f1ad0ffa93cad12,",0xafab1adfb25e919d9f6ee7196f1ad0ffa93cad12,11.74828571,,
0xbce387a8c676e45be832e374e297f7065fa25e40,0.4177,No,"0x0166378eb7e7413986ed629401d84f0c9341f26e,","0x0166378eb7e7413986ed629401d84f0c9341f26e,",0x0166378eb7e7413986ed629401d84f0c9341f26e,0,,
0x56d3876eb9dcfa80eaebe480fb608af51f10f2d2,0.417771429,No,"0x2ecc2f4bb86cae1634d88288c6cf17fd091b27ec,","0x2ecc2f4bb86cae1634d88288c6cf17fd091b27ec,",0x2ecc2f4bb86cae1634d88288c6cf17fd091b27ec,0,,
0xc299e2498e955dc95ac0397bf24b81f3e6c91eac,0.41799516,No,"0xdaffeea88d67e5851a4919f6191835cdb55c408f,","0xdaffeea88d67e5851a4919f6191835cdb55c408f,",0xdaffeea88d67e5851a4919f6191835cdb55c408f,0.000114286,,
0xda7ebeea56b11906e359261099e0550190223646,0.41823157,No,"0xebdb36b3d3085d26f69bcf2b7651ebe143e39090,","0xebdb36b3d3085d26f69bcf2b7651ebe143e39090,",0xebdb36b3d3085d26f69bcf2b7651ebe143e39090,0,,
0x8742420489eefb44b124910ecfebb8857ec9aebc,0.418432787,No,"0xc1af6c49927e0c308c482a9de7408ddc559f274e,","0xc1af6c49927e0c308c482a9de7408ddc559f274e,",0xc1af6c49927e0c308c482a9de7408ddc559f274e,0,,
0xea82fd743c82043a808011d7cbae9ec54ff337a2,0.418610278,No,"0xe1a528bf5ea0594da3c596fc95ed6dcb239e6885,","0xe1a528bf5ea0594da3c596fc95ed6dcb239e6885,",0xe1a528bf5ea0594da3c596fc95ed6dcb239e6885,0,,
0x72988e3b121219fe698d1be912e1f9158d7a9bef,0.418773332,No,"0xe7cf9e4296811c5dca76264e703831a017c1dbd9,","0xe7cf9e4296811c5dca76264e703831a017c1dbd9,",0xe7cf9e4296811c5dca76264e703831a017c1dbd9,0.441971429,,
0x472c8e03d9972e1ae1774346b18f091462eb24f0,0.418864233,No,"0xbba59c1df94ec6eed11cdb6b3432afc469ccea8c,","0xbba59c1df94ec6eed11cdb6b3432afc469ccea8c,",0xbba59c1df94ec6eed11cdb6b3432afc469ccea8c,0,,
0x4ea31646ace1807ee54166209444b1e96d096813,0.42016373,No,"0xa17a2a4ecf2555caa199ac61e3fffe864052ccac,","0xa17a2a4ecf2555caa199ac61e3fffe864052ccac,",0xa17a2a4ecf2555caa199ac61e3fffe864052ccac,0.397329621,,
0x527fcef5a91169697dce97e7ad0b04b21e5fd482,0.420205073,No,"0x707a174acb8c230a62733e578f9dce250e0dc2bd,","0x707a174acb8c230a62733e578f9dce250e0dc2bd,",0x707a174acb8c230a62733e578f9dce250e0dc2bd,0.0135,,
0x0df6ac8d987f78ab8b7a35a4aed8e7e3adbf457d,0.420557143,No,"0xfd96f9dd9ca471b8c822efa32d81936b02010336,","0xfd96f9dd9ca471b8c822efa32d81936b02010336,",0xfd96f9dd9ca471b8c822efa32d81936b02010336,0,,
0x8df7ff2c2b507d602cfa2c298252d9ab219ba6d5,0.420971429,No,"0x4415b1d35f8007c69d15e17e105bb29906da658e,","0x4415b1d35f8007c69d15e17e105bb29906da658e,",0x4415b1d35f8007c69d15e17e105bb29906da658e,5.71429E-05,,
0xb97fad520a2d41be37ead1decb00087def7b42f4,0.421,No,"0x084be9d30d6859fa2a5ef9aeb4b181451bb6add7,","0x084be9d30d6859fa2a5ef9aeb4b181451bb6add7,",0x084be9d30d6859fa2a5ef9aeb4b181451bb6add7,0.052154728,,
0xfef22c8bf72a42fdd558a042bf1ae7d1c7785bbe,0.421351961,No,"0x0798e20d639be714f14a0c5f5e3ab497e48dfbbe,","0x0798e20d639be714f14a0c5f5e3ab497e48dfbbe,",0x0798e20d639be714f14a0c5f5e3ab497e48dfbbe,1.255014286,,
0x9c3d10ac518eacc48ca3c18d67e1ab099da7e88c,0.421685714,No,"0x2e74ba702020e20bf0be61c7879cd71c1a50c12b,","0x2e74ba702020e20bf0be61c7879cd71c1a50c12b,",0x2e74ba702020e20bf0be61c7879cd71c1a50c12b,0,,
0x0377ba7b980a690bc4cb4855ebb5ef21967c59be,0.421857143,No,"0xaafe40f891e1cda0e3be7e6e2fcd38e180ab1087,","0xaafe40f891e1cda0e3be7e6e2fcd38e180ab1087,",0xaafe40f891e1cda0e3be7e6e2fcd38e180ab1087,0.02191992,,
0x3b52da8a3bcde5ed4af39fb7b7e9ac7027bb124e,0.4219,No,"0xa9461ac6b25d219e2831d5663f9435d9ff6987a7,","0xa9461ac6b25d219e2831d5663f9435d9ff6987a7,",0xa9461ac6b25d219e2831d5663f9435d9ff6987a7,0.363094899,,
0x4786e8d40e90ec66dd94174d186b313feb7df15c,0.423603925,No,"0x3496aa82c180c8d55863e2b47262b38c797c9ee5,","0x3496aa82c180c8d55863e2b47262b38c797c9ee5,",0x3496aa82c180c8d55863e2b47262b38c797c9ee5,0,,
0x6092453596f3cf4c50a8e27a2de8d09909193e3f,0.423857637,No,"0x1c8c0c14689ce4f3f314d3f92b8699c6ff2a6276,","0x1c8c0c14689ce4f3f314d3f92b8699c6ff2a6276,",0x1c8c0c14689ce4f3f314d3f92b8699c6ff2a6276,0,,
0x2c28597fd85dc2c49500495e697b894cbcbecb3d,0.424,No,"0x2774c6501bfc8d8951af970b1ff4488abc986833,","0x2774c6501bfc8d8951af970b1ff4488abc986833,",0x2774c6501bfc8d8951af970b1ff4488abc986833,7.245442857,,
0x9b992a24cb2b2268405250e152aebf59b127e8bc,0.424671871,No,"0x61ad54ae1ba49d38235eac4f36e2218fedead0b5,","0x61ad54ae1ba49d38235eac4f36e2218fedead0b5,",0x61ad54ae1ba49d38235eac4f36e2218fedead0b5,0,,
0xc00f5f3a47ad4a80a9605987f655ef88dfce6c57,0.42491,No,"0xeff4d5c9483dad536f0a8490b8fe10a716ae0707,","0xeff4d5c9483dad536f0a8490b8fe10a716ae0707,",0xeff4d5c9483dad536f0a8490b8fe10a716ae0707,0,,
0xc707b04706beeacd4f9f498ad823a2ca5f8d3529,0.425624126,No,"0x290bf7481472e34da4eeeda472c1b24c1990a222,","0x290bf7481472e34da4eeeda472c1b24c1990a222,",0x290bf7481472e34da4eeeda472c1b24c1990a222,0,,
0x978bd113bdcc1fcdb9563d3e5f89a60fcf6d0c86,0.425691684,No,"0xe33e159439b16e5064283e6f3273183141807b70,","0xe33e159439b16e5064283e6f3273183141807b70,",0xe33e159439b16e5064283e6f3273183141807b70,2.388928571,,
0x5e8e7a1e4b919c4548085bc8e6a3e8ac254f14a9,0.426199785,No,"0xc6fd70971b31d2433457263a3299e7e39c896c41,","0xc6fd70971b31d2433457263a3299e7e39c896c41,",0xc6fd70971b31d2433457263a3299e7e39c896c41,0,,
0x96ab757e7d20f231b98cfb4e00c5ec319063fcae,0.42619982,No,"0xed11d3c78d6d916622d7144e717d0f6511af752e,","0xed11d3c78d6d916622d7144e717d0f6511af752e,",0xed11d3c78d6d916622d7144e717d0f6511af752e,2.649571429,,
0x729115edabf023b4508b2225afef2d4a7713c8f1,0.426226786,No,"0x98f12a5d0f4b02a72433870b7cb95259ba727526,","0x98f12a5d0f4b02a72433870b7cb95259ba727526,",0x98f12a5d0f4b02a72433870b7cb95259ba727526,78.93590357,,
0xad02524dcd632256afad6b04e32b7687c33a9480,0.426791955,No,"0xe5990d241da25694c3727c92d52147f58ce2510f,","0xe5990d241da25694c3727c92d52147f58ce2510f,",0xe5990d241da25694c3727c92d52147f58ce2510f,1E-05,,
0xbda8db10865d03751dee17cfa6ec712ff00de046,0.427066181,No,"0x5795cd1b844457acbbd1ad28edd71e3c8313cdd0,","0x5795cd1b844457acbbd1ad28edd71e3c8313cdd0,",0x5795cd1b844457acbbd1ad28edd71e3c8313cdd0,0.140567294,,
0x97486f58f552e6148a128bcd2d2e2f751b702116,0.427069427,No,"0x9040f9935435fa838eaa75fc6a02bec02ff6a25a,","0x9040f9935435fa838eaa75fc6a02bec02ff6a25a,",0x9040f9935435fa838eaa75fc6a02bec02ff6a25a,0,,
0xb5f4ccfa4d869fca1c5290b1c2ba9858dd45336a,0.427228571,No,"0x189b203e8d4d779654edc575d0a8af8034c0b05d,","0x189b203e8d4d779654edc575d0a8af8034c0b05d,",0x189b203e8d4d779654edc575d0a8af8034c0b05d,7.468285714,,
0x3af78790b7abeeebde8119631b8c48288b52c603,0.4281,No,"0xd8d713f2aa128c485321333cb2e4eba303d1a9e1,","0xd8d713f2aa128c485321333cb2e4eba303d1a9e1,",0xd8d713f2aa128c485321333cb2e4eba303d1a9e1,0.000160216,,
0x80676d059c88b70d90defe3dea65b13192a5bb64,0.428371429,No,"0xcec83596499041d1437c106a49ad9eb7ad2aef6a,","0xcec83596499041d1437c106a49ad9eb7ad2aef6a,",0xcec83596499041d1437c106a49ad9eb7ad2aef6a,0,,
0x9e5dba7aba50e60e6f94b6ca2082a6afed82a94a,0.428728571,No,"0x7ba0b71c324ee4398bd265e4094c5734aa262667,","0x7ba0b71c324ee4398bd265e4094c5734aa262667,",0x7ba0b71c324ee4398bd265e4094c5734aa262667,0.776657143,,
0xa7b0450225bd9b7519f95392a2e857de1a4d58bb,0.429122037,No,"0x2f5320d697a14cab59612f55e88e15e87ca6889e,","0x2f5320d697a14cab59612f55e88e15e87ca6889e,",0x2f5320d697a14cab59612f55e88e15e87ca6889e,0,,
0xaf5a4dd9207f9f6f7d8cd074aff24624ff0dda32,0.429338857,No,"0xbb47a138f14b3862a7fa103dcacffff05443308f,","0xbb47a138f14b3862a7fa103dcacffff05443308f,",0xbb47a138f14b3862a7fa103dcacffff05443308f,0,,
0x7c52d0649266bde8636ad1f3bf361bda11d08d5b,0.429572749,No,"0xc58cbc2b87d7762419fb8164371cbed4393a6090,","0xc58cbc2b87d7762419fb8164371cbed4393a6090,",0xc58cbc2b87d7762419fb8164371cbed4393a6090,0,,
0xc6a8181feab03137b4386ef516d08dfad57dd06c,0.429742857,No,"0x9f13eaf1918fa065a5e1e7b58bdde04c66f7970d,","0x9f13eaf1918fa065a5e1e7b58bdde04c66f7970d,",0x9f13eaf1918fa065a5e1e7b58bdde04c66f7970d,0.277795475,,
0x728142a78080495a46bab4df4160d6345f101f1d,0.430053228,No,"0x5abf59523ac88083468b747ca48debc962c2afc5,","0x5abf59523ac88083468b747ca48debc962c2afc5,",0x5abf59523ac88083468b747ca48debc962c2afc5,0,,
0xc6b2690369673c9eec9f05ad61b6a76c1f9e260a,0.430436671,No,"0x3b53e7ad21d4d66420b3616ce4d926f7c9da6cf0,","0x3b53e7ad21d4d66420b3616ce4d926f7c9da6cf0,",0x3b53e7ad21d4d66420b3616ce4d926f7c9da6cf0,0,,
0x9b3fdbbc398a4dc47011c24a5a0145aed1cda058,0.430878606,No,"0x912f852eb064c6cd74037b76987a8d4a8877f428,","0x912f852eb064c6cd74037b76987a8d4a8877f428,",0x912f852eb064c6cd74037b76987a8d4a8877f428,0.400436429,,
0xb6f9318463fd0fb83e5f7a0ca3c22750797d953e,0.432085714,No,"0x00bca6acce6e9b414bfdb765a8f7e8068ba3d64f,","0x00bca6acce6e9b414bfdb765a8f7e8068ba3d64f,",0x00bca6acce6e9b414bfdb765a8f7e8068ba3d64f,0,,
0xef307297b36539e65777b3994fdfd95b771cac88,0.4323,No,"0xea7ff6a6fa33b950a30d409032d32ba97ab7f250,","0xea7ff6a6fa33b950a30d409032d32ba97ab7f250,",0xea7ff6a6fa33b950a30d409032d32ba97ab7f250,6.708785714,,
0xc857783732b545a917e9ca46bf1f690cca53fec5,0.432383292,No,"0x9e5d8933ddb758992b153ccd72924e30e20737a5,","0x9e5d8933ddb758992b153ccd72924e30e20737a5,",0x9e5d8933ddb758992b153ccd72924e30e20737a5,8.186185714,,
0x5cec2b62be943f826d4ead930d188cadf238871f,0.432621946,No,"0xa465a3c3d9b23f716cb15b670c686f1c38a6912e,","0xa465a3c3d9b23f716cb15b670c686f1c38a6912e,",0xa465a3c3d9b23f716cb15b670c686f1c38a6912e,0.015842857,,
0xf5747f2569da5b3f2b6a42f1e6f442a5826b3732,0.432685134,No,"0x1f766d64ccb4b7e63a6cf347c5ff859a8697f6dd,","0x1f766d64ccb4b7e63a6cf347c5ff859a8697f6dd,",0x1f766d64ccb4b7e63a6cf347c5ff859a8697f6dd,0,,
0xfa5b482f8e7ab3fc3ffde70c130b530dd1e1754f,0.432925244,No,"0x87977d1afd3f26e8973e700c0e5741cf9c42e0e3,","0x87977d1afd3f26e8973e700c0e5741cf9c42e0e3,",0x87977d1afd3f26e8973e700c0e5741cf9c42e0e3,0.000643503,,
0x7112cc5dc7491454a5e6ef784485dcec44b832d8,0.433242857,No,"0x408f34b4393851df578bb8aea00ccfa9d3da3131,","0x408f34b4393851df578bb8aea00ccfa9d3da3131,",0x408f34b4393851df578bb8aea00ccfa9d3da3131,0,,
0xb0eb2e701aedc54bd4576267948d0a0a43e08fa2,0.433382733,No,"0x6cdb625b5d49cad4a1c2b2265357363e8a05d0c0,","0x6cdb625b5d49cad4a1c2b2265357363e8a05d0c0,",0x6cdb625b5d49cad4a1c2b2265357363e8a05d0c0,0,,
0x189f4ca4e8ca6906fb2a81db6380114e90dbdaee,0.434,No,"0x1b0d37860037c2d1adef28d2dd9f5856dda28326,","0x1b0d37860037c2d1adef28d2dd9f5856dda28326,",0x1b0d37860037c2d1adef28d2dd9f5856dda28326,1.197691071,,
0x1ba55d891a5997bea77d28ebe7a874221d67103e,0.43401091,No,"0x4c58ab9dc5210872eda0c9d60991eac273558abb,","0x4c58ab9dc5210872eda0c9d60991eac273558abb,",0x4c58ab9dc5210872eda0c9d60991eac273558abb,0,,
0xea146fa75cc1aac1f8dbc28f53edefc7696d4749,0.434174526,No,"0x3d53af0c6064c38d52c001fcc16655b40ac0773d,","0x3d53af0c6064c38d52c001fcc16655b40ac0773d,",0x3d53af0c6064c38d52c001fcc16655b40ac0773d,3.433914286,,
0x5f89e7722ccb4510050a1578d81ea86b6c9f2838,0.43418461,No,"0xd236a4fdbbb4294b26399f741661b5c06ac9cd27,","0xd236a4fdbbb4294b26399f741661b5c06ac9cd27,",0xd236a4fdbbb4294b26399f741661b5c06ac9cd27,0,,
0x21c2aa47d17abfd2ba8fe8048baf34bb6222867a,0.434227231,No,"0x49a00586aaac1f55bb77295a92ff379bee135643,","0x49a00586aaac1f55bb77295a92ff379bee135643,",0x49a00586aaac1f55bb77295a92ff379bee135643,0.999997143,,
0xb7f329ae0be3fd59f3b43cd83df73ecd3eaae894,0.43478549,No,"0x7f1b9db920dac4525c4e2e4b66c1898a1c8a0909,","0x7f1b9db920dac4525c4e2e4b66c1898a1c8a0909,",0x7f1b9db920dac4525c4e2e4b66c1898a1c8a0909,0,,
0xb6ab269f49ed9b627012b87f530a7c0d832d3e3d,0.435455102,No,"0xc0c02c07e9ad3098bbc038bfffab9045a3ee7692,","0xc0c02c07e9ad3098bbc038bfffab9045a3ee7692,",0xc0c02c07e9ad3098bbc038bfffab9045a3ee7692,5.71429E-06,,
0x54de5833eaf4a8a91d0f43bff591cbe5dda56e5b,0.435570894,No,"0x3a1862c205b21b78b7a2036a7c493f33298afcb0,","0x3a1862c205b21b78b7a2036a7c493f33298afcb0,",0x3a1862c205b21b78b7a2036a7c493f33298afcb0,0.631085714,,
0x7549824c7d8ff97f451348507fccce0c60ad134a,0.436070547,No,"0xc1d50cc3fc9763ec39fde6a1c874c17a6e7dfd1d,","0xc1d50cc3fc9763ec39fde6a1c874c17a6e7dfd1d,",0xc1d50cc3fc9763ec39fde6a1c874c17a6e7dfd1d,10.00092321,,
